seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,partner_energy_true,partner_energy_model,partner_energy_pred,partner_distress_self,has_food,partner_alive,transfer_event,lesion_mode
49,49,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
49,49,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
49,49,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
50,50,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
50,50,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
50,50,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
50,50,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
51,51,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
51,51,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
51,51,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
51,51,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
52,52,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
52,52,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
52,52,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
52,52,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
53,53,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
53,53,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
53,53,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
53,53,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
54,54,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
54,54,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
54,54,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
54,54,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
55,55,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
55,55,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
55,55,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
55,55,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
56,56,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
56,56,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
56,56,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
56,56,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
57,57,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
57,57,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
57,57,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
57,57,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
58,58,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
58,58,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
58,58,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
58,58,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
59,59,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
59,59,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
59,59,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
59,59,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
60,60,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
60,60,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
60,60,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
60,60,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
61,61,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
61,61,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
61,61,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
61,61,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
62,62,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
62,62,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
62,62,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
62,62,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
63,63,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
63,63,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
63,63,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
63,63,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
