seed,condition,env_name,lesion_mode,help_rate_when_partner_distressed,partner_recovery_rate,mutual_viability,rescue_latency,self_cost_of_help,episode_joint_longevity,partner_final_energy,partner_peak_energy,self_final_energy,joint_homeostatic_margin
53,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
53,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
54,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
54,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
54,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
54,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
55,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
55,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
55,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
55,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
56,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
56,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
56,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
56,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
57,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
57,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
57,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
57,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
58,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
58,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
58,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
58,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
59,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
59,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
59,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
59,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
60,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
60,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
60,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
60,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
61,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
61,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
61,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
61,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
62,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
62,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
62,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
62,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
63,social_none,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
63,social_cognitive_direct,FoodShareToy,none,0.0,0.0,1.0,1.0,0.0,1.0,0.19,0.19,0.79,0.2714285714285714
63,social_affective_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
63,social_full_direct,FoodShareToy,none,1.0,1.0,1.0,0.0,0.01,1.0,0.44,0.44,0.54,0.6285714285714287
